Serial Number / PAK number,Coverage,Covered Line Status,Business Entity,Sub Business Entity,Product Family,Product ID,Product Description,Asset Type,Product Type,Offer Type,Parent Offer Type,PID Mapping Group,Item Quantity,Covered Line Start Date,Covered Line End Date,Covered Line End Date FY,Covered Line End Date FY-FQ,Contract Type,Contract Number,Ship Date,Ship Date FY,Ship Date FY-FQ,End of Product Sale Date,Last Renewal Date,End of Software Maintenance Date,Last Date of Support,LDOS FY,LDOS FY-FQ,Migration PID Flag,Install Site GU Name,Install Site GU ID,Install Site CR Parent Party Name,Install Site CR Parent Party ID,Install Site CR Party Name,Install Site CR Party ID,Install Site Name,Install Site ID,Install Site Address 1,Install Site City,Install Site State,Major/Minor,Configuration
N/A,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33888
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33889
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33890
N/A,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,7/30/16,7/29/21,2021,2021 Q4,SNT,92058507,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33891
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33892
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33893
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33894
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33895
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33896
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33897
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33898
N/A,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33899
N/A,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,7/30/16,7/29/21,2021,2021 Q4,SNT,92058507,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33900
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33901
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33902
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33903
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33904
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33905
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33906
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33907
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33908
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33909
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33910
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33911
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33912
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33913
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33914
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33915
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33916
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33917
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33918
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33919
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33920
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33921
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33922
N/A,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33923
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33924
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33925
N/A,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33926
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33927
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33928
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33929
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33930
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33931
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33932
N/A,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-E,"N2K-C2248TP-E-1GE (48x100/1000-T+4x10GE), airflow/PS option",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Major,33933
