Serial Number / PAK number,Coverage,Covered Line Status,Business Entity,Sub Business Entity,Product Family,Product ID,Product Description,Asset Type,Product Type,Offer Type,Parent Offer Type,PID Mapping Group,Item Quantity,Covered Line Start Date,Covered Line End Date,Covered Line End Date FY,Covered Line End Date FY-FQ,Contract Type,Contract Number,Ship Date,Ship Date FY,Ship Date FY-FQ,End of Product Sale Date,Last Renewal Date,End of Software Maintenance Date,Last Date of Support,LDOS FY,LDOS FY-FQ,Migration PID Flag,Install Site GU Name,Install Site GU ID,Install Site CR Parent Party Name,Install Site CR Parent Party ID,Install Site CR Party Name,Install Site CR Party ID,Install Site Name,Install Site ID,Install Site Address 1,Install Site City,Install Site State,Major/Minor,Configuration
FOX2018G6YU,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33896.1
FOX2018G6ZY,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33940.1
FOX2018G70V,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33922.1
FOX2018G72S,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33930.1
FOX2018G74J,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33910.1
FOX2018G74Y,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33938.1
FOX2018G75P,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33927.1
FOX2018G75Q,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33921.1
FOX2018G75S,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33967.1
FOX2018G75W,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33955.1
FOX2018G768,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33958.1
FOX2018G76A,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33931.1
FOX2018G76G,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,7/30/16,7/29/21,2021,2021 Q4,SNT,92058507,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33965.1
FOX2018G7BG,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33912.1
FOX2018G7BH,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33949.1
FOX2018G7C3,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33919.1
FOX2018G7C8,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33916.1
FOX2018G8LA,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33923.1
FOX2018G8LD,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33956.1
FOX2018G8LF,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33899.1
FOX2018G8LJ,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,7/30/16,7/29/21,2021,2021 Q4,SNT,92058507,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33900.1
FOX2018G8LM,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33913.1
FOX2018G8LT,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33893.1
FOX2018G8LW,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33904.1
FOX2018G8LX,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33914.1
FOX2018G8M6,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33901.1
FOX2018G8M8,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/24,2024,2024 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33909.1
FOX2018G8MA,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33960.1
FOX2018G8MB,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33888.1
FOX2018G8MF,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33907.1
FOX2018G8NF,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33905.1
FOX2018G8NM,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33895.1
FOX2018G8NQ,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33890.1
FOX2018G8RP,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33911.1
FOX2018G8SN,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33966.1
FOX2019G46Z,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33926.1
FOX2019G470,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33920.1
FOX2019G471,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33898.1
FOX2019G473,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33889.1
FOX2019G474,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/24,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33902.1
FOX2020G8F7,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/22,3/31/23,2023,2023 Q3,SNT,204690491,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33939.1
FOX2020G8FP,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33892.1
FOX2020G8FQ,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33957.1
FOX2020G8FZ,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33924.1
FOX2020GCRH,COVERED,ACTIVE,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-E-FA-BUN,"Standard Airflow packN2K-C2248TP-E-1GE, 2 AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/1/23,3/31/26,2026,2026 Q3,SNT,205483789,7/30/16,2016,2016 Q4,8/24/22,11/22/26,8/24/23,8/31/27,2028,2028 Q1,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"Entergy Services, Inc.",2000585304,1340 ECHELON PKWY,JACKSON,MS,Minor,33946.1
